CountryName,CountryCode,StartDate,EndDate,PolicyType,PolicyValue,Flag,InitialNote
Kiribati,KIR,20220702,20221009,C7: Restrictions on internal movement,0,,"From Facebook page of Office of Te Beretitenti: announces lifting of quarantine requirement for inbound passengers from abroad from 2nd July.  This also applies to passengers travelling to outer islands that are Covid-19 free.    ""The Government of Kiribati has lifted quarantine requirements to all inbound passengers from abroad including passengers travelling to the outer islands, effective from Saturday, 2nd of July 2022.    The Government made the decision based on the Ministry of Health and Medical Services advice that vaccination rate across Kiribati has been increased since the majority of the eligible population have been vaccinated, including the vaccine roll-out for those aged 12-17 years.    Under this new decision, inbound travelers from abroad should be tested with negative result 24 hours before travel and upon arrival in Tarawa, they will be check out from the terminal to their homes. This also applies to passengers travelling from Tarawa or outer islands to islands that are COVID-19 free.    Members of the general public are reminded that despite the relaxation of some of the SOP guidelines, the Government appeals to the general public that all the other requirements in the previous order will remain, such as face mask, use vaccination card for travels and others.    In light of this, the Government appeals to the general public to strictly comply with the Ministry of Health and Medical Services Standard Operating Procedure (SOP) to assist in safeguarding our children and grandchildren from the spread of COVID-19.""    Unable to archive:  https://www.facebook.com/ob.gov.ki/posts/pfbid0HuToPqWLevfoz2S8AWBEcdHbuzVmgvxtgYnTMhyvQCtuRz8jnEB3165aeELwaBqol?__cft__[0]=AZWxM3cGsA0HnfxGTCWV1yPnpddG7CedLW0W0H4Dtr2jbE5L5EqwfGUxjAfMhaJ7oaXzkIY_WgACu4_QRi8-X4iMN5QBVad20c4tt2rjktCCKCtVTNeGYQpcNko2M7rJ2-wxic-5Y2i83exSAYmIt04IkdFmuOVFO6qBLc5oTm1R-ez59kZomj-Z-Z2ebAW1tiM&__tn__=%2CO%2CP-R"
Kiribati,KIR,20220702,20220708,C8: International travel controls,1,,"From Facebook page of Office of Te Beretitenti: announces lifting of quarantine requirement for inbound passengers from abroad from 2nd July, but maintaining requirement for negative tests prior to entry.    ""The Government of Kiribati has lifted quarantine requirements to all inbound passengers from abroad including passengers travelling to the outer islands, effective from Saturday, 2nd of July 2022.    The Government made the decision based on the Ministry of Health and Medical Services advice that vaccination rate across Kiribati has been increased since the majority of the eligible population have been vaccinated, including the vaccine roll-out for those aged 12-17 years.    Under this new decision, inbound travelers from abroad should be tested with negative result 24 hours before travel and upon arrival in Tarawa, they will be check out from the terminal to their homes. This also applies to passengers travelling from Tarawa or outer islands to islands that are COVID-19 free.    Members of the general public are reminded that despite the relaxation of some of the SOP guidelines, the Government appeals to the general public that all the other requirements in the previous order will remain, such as face mask, use vaccination card for travels and others.    In light of this, the Government appeals to the general public to strictly comply with the Ministry of Health and Medical Services Standard Operating Procedure (SOP) to assist in safeguarding our children and grandchildren from the spread of COVID-19.""    Unable to archive:  https://www.facebook.com/ob.gov.ki/posts/pfbid0HuToPqWLevfoz2S8AWBEcdHbuzVmgvxtgYnTMhyvQCtuRz8jnEB3165aeELwaBqol?__cft__[0]=AZWxM3cGsA0HnfxGTCWV1yPnpddG7CedLW0W0H4Dtr2jbE5L5EqwfGUxjAfMhaJ7oaXzkIY_WgACu4_QRi8-X4iMN5QBVad20c4tt2rjktCCKCtVTNeGYQpcNko2M7rJ2-wxic-5Y2i83exSAYmIt04IkdFmuOVFO6qBLc5oTm1R-ez59kZomj-Z-Z2ebAW1tiM&__tn__=%2CO%2CP-R"
Kiribati,KIR,20220709,20221009,C8: International travel controls,0,,"From 9th July, pre-departure testing is no longer required.  International arrivals required to get a test 2-3 days after crossing the international border.  [EDIT Thus, this is not coded as screening at the border.]    From FB page of Office of Te Beretitenti (8th July)    ""The Government of Kiribati has decided to remove the pre-departure COVID-19 testing for inbound travelers from abroad, effective from the 9th of July 2022.  **International travelers are required to visit clinics for testing 2 or 3 days after arrival. **  For domestic travels, the same applies when travelling to COVID-19 outer islands, where pre-departure COVID-19 tests and quarantine requirements are no longer required.    This is based on reports from MHMS showing that despite the arrival of Omicron B2 in the country, there has been no surge of observed COVID-19 cases.  This new change will also apply to cargoes arriving on vessels from overseas, as well as transshipment activities.  In light of this new change for the safety of the public, the Government appeals to the general public and passengers to strictly comply with this and to encourage those who have not yet completed their full COVID-19 vaccination to visit the nearby clinics as the Ministry of Health and Medical Services continues to roll out vaccination to the public, and to observe the Standard Operating Procedure such as such as wearing of face mask, washing of hands, use of vaccination cards for travels and others.""    Unable to archive  https://www.facebook.com/ob.gov.ki/posts/pfbid02mcwYXPDdxaveFewHtubPGvjsp2p3xxPdkpWmJV5B8wBdot3HTYcLPhuSrzhr98Xcl?__cft__[0]=AZUxdOooHd_plaS5Wc-SwCvvK_xQSDf9LoMI9u0lss3-0ZeI9T-bKCVU8ue3uxKGwdZujopy9K-BxkU8GGeXzpGt7Eduabq_TvrAe0HCzmn61oEcOQyzGpt215aOClivO0rlvpknXm0YsVhgmUHAnWgQETfHY8B7TN0l5_Zs2xZO2N0pFQWbAA32KZXAbxGnCb8&__tn__=%2CO%2CP-R"
Kiribati,KIR,20220902,20221009,H6: Facial Coverings,0,,"No announcements have been found regarding change of policy on wearing face masks.  However in light of the overall lifting of restrictions, the very few references to COVID-19 for over a month and photographs of official meetings with Te Beretitenti in which no face masks were worn, the code for the face mask category has been changed to 0 to reflect uncertainty over current policy."
Kiribati,KIR,20220920,,H1: Public information campaigns,0,,"Due to absence of information on Covid-19 for several weeks up to 10th ctober 2022 and across sites including Facebook pages for MHMS (Ministry of Health and Medical Services) and Office of Te Beretitenti (Office of the president), this category has been coded '0' to indicate that the public information campaign is no longer evident.  "
Kiribati,KIR,20221010,,C1: School closing,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,,C2: Workplace closing,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,,C3: Cancel public events,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,,C4: Restrictions on gatherings,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,,C5: Close public transport,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,,C6: Stay at home requirements,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,,C7: Restrictions on internal movement,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,,C8: International travel controls,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,,H6: Facial Coverings,0,,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221010,20221114,H8: Protection of elderly people,1,1,"On this date the proportion of people vaccinated became greater than 50%. The policy reported is now the one applying to vaccinated people, not non-vaccinated people. "
Kiribati,KIR,20221025,,E1: Income support,0,,"The code for E1 has been based on IMF reports (https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#K).  This was last updated on 6th May 2021 and may no longer be valid.  It is unclear whether these policy measures remain in place.  The situation on 6th May 2021 was as follows according to IMF reports:    ""An economic relief package amounting to AUD 13.5 million, equivalent to about 5 percent of GDP was approved in 2020. It consists of unemployment support, private business stimulus, cargo buffer for imports, and SOE stimulus.    The specific measures include: unemployment benefit via partial income substitution, employer cost sharing for off-shore observers, sea farers, and fruit packers, reduction in social security contributions for both employers and employees, and loan support through government-owned financial intermediaries.    In addition, there has been donor-funded support for medical care including vaccination."""
Kiribati,KIR,20221115,,H8: Protection of elderly people,0,,"In July 2022, most restrictions relating to COVID-19 in Kiribati were lifted.   Since then, and particularly since August, there have been very few references to COVID-19 or to policy measures.  The last official policy announcement on the Kiribati Government's ""Gazettes and Instruments"" page that relates to COVID-19 is dated 17/6/22 [https://www.president.gov.ki/resources/gazettes-instruments.html].  In light of the absence of references to COVID related issues over the past 4 months and the relaxation of the restrictive policy measures since July 2022, the code for H8 has been changed from '1G' (recommended protections) to '0' (No measures).    "
South Korea,KOR,20200121,20200206,H2: Testing policy,1,,"21st January Testing for airport staff after first case confirmed ‘If showing any signs or symptoms of illness, they will be isolated and tested.’  https://web.archive.org/web/20200406095326/https://is.cdc.go.kr/upload_comm/syview/doc.html?fn=157965714943900.pdf&rs=%2Fupload_comm%2Fdocu%2F0030%2F "
South Korea,KOR,20200129,20200210,H3: Contact tracing,1,,"Contact tracing done for first confirmed cases **Codebook says Limited contact tracing - not done for all cases, but when there were only 3/4 cases all were traced, but this wasn't a comprehensive program** https://web.archive.org/web/20200406095928/https://is.cdc.go.kr/upload_comm/syview/doc.html?fn=158028237957900.pdf&rs=%2Fupload_comm%2Fdocu%2F0030%2F"
South Korea,KOR,20200131,20200220,C3: Cancel public events,1,0,"Major regional festivals and events such as celebrations of the Daeboreum (first full moon) holiday and university graduations are being canceled one after another amid fears of spreading the novel coronavirus infection.https://web.archive.org/save/http://english.hani.co.kr/arti/english_edition/e_national/926744.html"
South Korea,KOR,20200201,,H1: Public information campaigns,2,1,"http://ncov.mohw.go.kr/en/"
South Korea,KOR,20200203,20200223,C1: School closing,3,0," ""A total of 336 schools in South Korea have temporarily shut down or postponed the start of the new semester due to fears of the spread of the new coronavirus, government data showed Monday.    According to the Ministry of Education, 245 kindergartens, 53 elementary schools, 21 middle schools, 16 high schools and one special education school nationwide have halted school operations or delayed reopening after winter vacation as of 9 a.m. as part of emergency measures to prevent the spread of the coronavirus.    Elementary and secondary schools here usually restart in the last week of January or the first week of February after a month-long winter vacation.    (...) The ministry decided over the weekend to allow schools in areas presumed to be vulnerable to the viral disease, or where a confirmed case is reported or a carrier is found to have traveled, to choose temporary closure after prior consultations with regional educational authorities.    In Gyeonggi Province that surrounds Seoul, educational authorities in Suwon and Bucheon ordered all kindergartens and elementary and secondary schools in their jurisdiction to close for a week.    Authorities in Goyang, also in Gyeonggi Province, recommended closures for all its kindergartens for one week.    In Seoul, a total of nine schools, including three elementary schools, two middle schools and three high schools, remained closed as of Monday morning.    In Gunsan, a North Jeolla Province city where a confirmed case of the new coronavirus was reported, all kindergartens and elementary and secondary schools were ordered shut for two weeks.""    Source: https://web.archive.org/web/20200330180640/https://www.straitstimes.com/asia/east-asia/weeks-of-school-closure-in-south-korea-a-home-based-working-mums-nightmare"
South Korea,KOR,20200204,20200901,C8: International travel controls,3,,"http://archive.vn/wip/whPuh http://archive.vn/wip/X5qMs  Korea bans entry from those who have recently been to Hubei province, China, since January 21. "
South Korea,KOR,20200207,20210422,H2: Testing policy,2,,"KCDC- The newly developed diagnostic will be available at the 50 designated health facilities from 7 February. The improved real-time PCR can detect the novel Coronavirus within six hours.   https://web.archive.org/web/20200406091812/https://www.cdc.go.kr/board/board.es?mid=a30402000000&bid=0030  BBC- South Korea managed to get testing centres up and running 17 days after the 1st case (20th of January)  https://web.archive.org/web/20200406084319/https://www.bbc.co.uk/news/world-asia-51836898  "
